GlobalTime,time,station,site,moduleConfig,SWversion,lotNum,Barcode,UniqueID,ActuatorSN,sph_S1_OOVreg,sph_S2_OOVreg,sph_S1_gain,sph_S2_gain,sph_strokecenter_y_sensor_offset_lsb,sph_strokecenter_x_sensor_offset_lsb,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,aps_strokeMax_um,
T20230520042647,2023-05-20 04:27:17.397,CLT-00001T02,4,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G08A,LG5D172008RJVR31040+L1AE02220+0,0x0000001E9716E19A,LG5D172008RJVR31040+L1AE02220+0,79,82,44.799999999999997,42.293999999999997,184.694710552072,189.63333066194801,108.15734767119559,-0.14083656583867252,0.0014336705556138255,172.26186962642552,-0.087465558023665957,0.0014649258192707814,3.4500180490226702e-14,0.36800924425256498,9.17523160827657e-05,2.61023350373365e-08,1.02695629777827e-14,0.36646556930813201,9.0294848613227703e-05,2.5183786043581e-08,385.44406890983601,
T20230520042636,2023-05-20 04:27:06.216,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G08A,LG5D172008RQVR31040+L1AE02226+0,0x0000001EBF12A592,LG5D172008RQVR31040+L1AE02226+0,79,80,47.454999999999998,44.799999999999997,192.815684005984,201.94069708517901,100.48905546394568,-0.10781423715994502,0.0015796056967731448,136.94804194025838,-0.22266175330850202,0.0016692064275459287,-3.9607206403502497e-14,0.35041787142987202,8.3388944744767303e-05,2.34455589407425e-08,3.9829251008427497e-14,0.35656592850049701,8.6851045827598795e-05,2.42660063075212e-08,385.73439763392901,
T20230520012728,2023-05-20 01:27:57.926,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008TVVR31040+L1AE10703+0,0x0000003EAA004298,LG5D172008TVVR31040+L1AE10703+0,75,84,50.265999999999998,39.927999999999997,193.622155862217,177.86438949468601,137.46590217141306,-0.11076759508519962,0.0016162170905938619,172.91710296987202,-0.094534868725731747,0.0014786878570374118,4.7017945092875398e-14,0.34774952779608997,8.2720578992559796e-05,2.2559279639313999e-08,-4.0301095793893201e-14,0.37732993795888298,9.4118143211175295e-05,2.7638699221800901e-08,386.693937474015,
T20230520012523,2023-05-20 01:25:53.719,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008USVR31040+L1AE06702+0,0x000000BFA2143698,LG5D172008USVR31040+L1AE06702+0,80,83,44.799999999999997,42.293999999999997,181.19584423204901,188.68597377886201,89.502498200894877,-0.18062898931132387,0.0015449691988649993,202.57020549357622,-0.079478576569655152,0.0015866094710638723,1.7541523789077499e-14,0.35877884498153201,8.8979211282802699e-05,2.7534951850811401e-08,-5.1181281435219698e-14,0.36201418820643,8.8945375104414499e-05,2.42672853666002e-08,385.24201870395001,
T20230520011939,2023-05-20 01:20:08.949,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008UZVR31040+L1AE06709+0,0x000000BE82107694,LG5D172008UZVR31040+L1AE06709+0,78,79,47.454999999999998,44.799999999999997,189.13601772413,197.884881790934,109.90142293587769,-0.11251184208877187,0.0015475968869327612,196.07408022276852,-0.023587016650687187,0.001624109131264446,7.6078032762438902e-14,0.35057847008120502,8.3180248027156498e-05,2.1279884694944799e-08,-8.44879721739744e-14,0.359374627269825,8.6439961618807305e-05,2.2623002884956999e-08,383.31825722950799,
T20230520012613,2023-05-20 01:26:43.630,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008VCVR31040+L1AE06722+0,0x000000B7A214369C,LG5D172008VCVR31040+L1AE06722+0,78,80,47.454999999999998,42.293999999999997,184.641002449746,185.96379956022699,128.89647425578647,-0.061378467889657812,0.0015563168725195252,164.07017209827896,-0.020801187893014522,0.0014947561017115776,7.7715611723761005e-15,0.34938128923650702,8.3581921703889195e-05,2.5425749031267899e-08,-9.4341201517522702e-14,0.37339903008666298,9.4263220740409203e-05,2.60487136909857e-08,386.36269907684698,
T20230520012600,2023-05-20 01:26:30.228,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008VEVR31040+L1AE06724+0,0x000000B792147698,LG5D172008VEVR31040+L1AE06724+0,77,81,47.454999999999998,42.293999999999997,184.68893407959001,188.46163827384899,119.59535237940638,-0.15172909227155962,0.0015608356808699802,209.93178846489857,-0.088871826919211389,0.0014926568662510472,-1.3750112159982599e-13,0.35597992927495398,8.5801764377334703e-05,2.4732875239030299e-08,6.39210906427934e-14,0.37035224979679199,9.2312908060094897e-05,2.59364630327854e-08,385.51724137931001,
T20230520012533,2023-05-20 01:26:02.736,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008VFVR31040+L1AE06725+0,0x000000BEA2147690,LG5D172008VFVR31040+L1AE06725+0,79,78,47.454999999999998,44.799999999999997,183.82506778928999,193.290034723704,154.81163561484971,-0.037162779086715642,0.0015539444674420892,213.29077032313722,0.0056743877939446907,0.0014881295925702187,-5.8036908612280096e-14,0.34685170197957599,8.2990340697780104e-05,2.4189412807063399e-08,1.6264767310758499e-14,0.36239438084981002,8.7838569577368893e-05,2.5149172618459202e-08,385.92831134949398,
T20230520012821,2023-05-20 01:28:51.614,CLT-00001T04,8,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008VHVR31040+L1AE06727+0,0x000000B7B2103698,LG5D172008VHVR31040+L1AE06727+0,80,81,44.799999999999997,42.293999999999997,183.89743503974,193.787473893433,107.29538837164091,-0.17587613709955452,0.0014595528764938877,195.86353458849828,-0.14890263024228828,0.0014878453254786712,1.6817103265509599e-13,0.36455060308398801,8.9039579596471606e-05,2.47364674428152e-08,-7.8603790143461096e-14,0.375398405366277,9.5721981419038594e-05,2.6977183537999699e-08,386.07758620689702,
T20230520012717,2023-05-20 01:27:47.100,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G02A,LG5D172008VKVR31040+L1AE06729+0,0x000000BF82143694,LG5D172008VKVR31040+L1AE06729+0,77,76,47.454999999999998,47.454999999999998,185.46427421083999,198.329648456115,107.06607845583653,-0.11451986758993682,0.0015892860677689119,237.2417726190306,-0.14524672507426539,0.0016022778573915736,2.5257573810222299e-14,0.35448663787259899,8.5651569784639999e-05,2.28504074609284e-08,5.8619775700208303e-14,0.35411039740657102,8.4255554206555606e-05,2.2661067365081499e-08,386.78669654918002,
T20230520015703,2023-05-20 01:57:33.043,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008VQVR31040+L1AE07702+0,0x0000005A0FD51098,LG5D172008VQVR31040+L1AE07702+0,80,79,47.454999999999998,44.799999999999997,187.01050873461801,192.561154215318,147.84788058543691,-0.11031178730953878,0.0015576364385602242,198.63999629782509,-0.21676012596100416,0.0015463785704533251,-1.9179102750399601e-14,0.34150300755456903,8.0496048421498104e-05,2.27512204564888e-08,-8.4016127388508696e-14,0.36212981821754597,8.9076591520180994e-05,2.4992437114022401e-08,386.52422503506898,
T20230520015027,2023-05-20 01:50:56.796,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008VTVR31040+L1AE07705+0,0x000000DB3FC56090,LG5D172008VTVR31040+L1AE07705+0,80,78,44.799999999999997,44.799999999999997,179.742499624776,197.13425296069201,104.16648480502262,-0.12492042369346379,0.0015694367093706065,196.03702857107709,-0.09496384422961604,0.0015792750667936732,4.0134562340199403e-14,0.35809584698867603,8.8166858694634599e-05,2.7425824064153601e-08,-3.6359804056473902e-14,0.36041976485413402,8.8532811421935094e-05,2.3414356678100099e-08,384.01649095952899,
T20230520020154,2023-05-20 02:02:23.998,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008W3VR31040+L1AE07715+0,0x000000DA2FC52094,LG5D172008W3VR31040+L1AE07715+0,77,80,47.454999999999998,44.799999999999997,191.24444731927301,185.798044945513,130.48792280357966,-0.14729136572393958,0.0014886383734796548,238.25274600425524,0.026847917928987081,0.0014868539747278854,-3.5915714846623801e-14,0.35862994872041798,8.7314121148226404e-05,2.3927733600808399e-08,-4.9626969200744497e-14,0.35414626811227201,8.2317960454395301e-05,2.3880988889203101e-08,384.246924662016,
T20230520015752,2023-05-20 01:58:22.303,CLT-00001T02,4,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008WPVR31040+L1AE03203+0,0x000000D22FC12098,LG5D172008WPVR31040+L1AE03203+0,79,79,44.799999999999997,44.799999999999997,183.08231620215901,187.58695244627901,122.94606083763853,-0.18176854047351648,0.001520631866981529,209.57919728754121,-0.077792894307668642,0.0015628599726100845,6.5863980935887399e-14,0.36665697984777001,9.1367753836703896e-05,2.7016712692238299e-08,-1.1260437027260699e-13,0.35681149411630603,8.3105840866209694e-05,2.3849200666169901e-08,380.53733248657102,
T20230520015836,2023-05-20 01:59:06.364,CLT-00001T03,6,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008WRVR31040+L1AE03205+0,0x000000DB0FC1209C,LG5D172008WRVR31040+L1AE03205+0,79,76,47.454999999999998,44.799999999999997,189.13918802846101,182.647314078693,93.992533028195837,-0.16243199316279933,0.0016260861938851836,224.99996983547194,-0.039223503029734957,0.0014819252728587927,-8.6319840164605896e-14,0.34859641494781202,8.2213576640728203e-05,2.0876042599426699e-08,1.04555253344074e-13,0.37475085761043597,9.2012627361732496e-05,2.5177740693263501e-08,375.150670188525,
T20230520015933,2023-05-20 02:00:03.136,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5G03A,LG5D172008WXVR31040+L1AE03211+0,0x000000DA3FC56094,LG5D172008WXVR31040+L1AE03211+0,76,78,47.454999999999998,44.799999999999997,186.44355069669999,192.469624213169,57.172967265173199,-0.15213383065897201,0.0015508511475799632,178.75410356263262,-0.039213995665821927,0.0014991344760624788,1.3436474155526e-13,0.35800960087365702,8.9184372051985905e-05,2.72578137386407e-08,-1.3347656313555899e-13,0.36383231494694701,9.0347255407786806e-05,2.5914070932908902e-08,381.39226949229902,
