ActuatorSN,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,aps_strokeMax_um,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,sph_S1_gain,sph_S1_OOVreg,sph_S2_gain,sph_S2_OOVreg,sph_strokecenter_x_sensor_offset_lsb,sph_strokecenter_y_sensor_offset_lsb
UC4D2630017F00A5002+01AA06201+5,151.3135409,-0.04466721,0.001754636,198.6411367,-0.091837544,0.001650699,374.72617,1.43E-14,0.359396873,8.73E-05,2.43E-08,-1.03E-14,0.348362428,8.23E-05,2.21E-08,44.8,82,44.8,78,154.777129,184.9804028
UC4D2630017H00A5002+01AA06203+5,129.7520961,-0.0771241,0.00169516,187.2422253,-0.058844583,0.001683941,374.391485,-4.39E-15,0.3552055,8.71E-05,2.56E-08,-5.16E-15,0.353215737,9.05E-05,2.78E-08,42.294,86,47.455,75,187.9771719,198.50746
UC4D2630017K00A5002+01AA06205+5,155.8077194,-0.002660069,0.001722166,150.788116,-0.045819049,0.001624645,375.98353,-9.35E-15,0.375017751,9.37E-05,2.66E-08,2.66E-14,0.351597703,8.33E-05,2.46E-08,44.8,81,42.294,81,177.6152837,179.6359882
UC4D263002HH00A5002+01AA06827+5,157.744384,-0.019704931,0.00159355,155.7804518,-0.023372018,0.001629606,374.23204,-1.00E-14,0.369792092,9.27E-05,2.67E-08,-1.55E-15,0.363253159,9.18E-05,2.87E-08,39.928,88,44.8,77,181.42675,179.763808
UC4D263002HK00A5002+01AA06829+5,139.0433787,-0.03049096,0.001753123,148.4156031,-0.013276806,0.001761712,383.52353,1.43E-14,0.351863567,8.42E-05,2.36E-08,1.56E-14,0.351467194,8.36E-05,2.37E-08,42.294,85,44.8,80,189.663192,178.3981365
UC4D263002FP00A5002+01AA04229+5,141.1987976,-0.126124836,0.001658021,197.1419464,0.11484611,0.001610324,379.617225,-4.91E-15,0.368626641,9.36E-05,2.86E-08,1.09E-14,0.349895252,8.85E-05,2.77E-08,42.294,86,42.294,81,182.1705278,188.6330636
UC4D263002FR00A5002+01AA04231+5,123.7274557,-0.124791671,0.001687588,179.8838473,0.004508102,0.001646009,374.18446,-9.96E-15,0.359075318,8.67E-05,2.47E-08,-1.97E-14,0.357806527,8.72E-05,2.69E-08,42.294,84,44.8,79,178.9778572,176.472876
UC4D263002HM00A5002+01AA06831+5,157.5977975,-0.039090976,0.001666402,196.3530615,-0.087995858,0.001619071,373.41057,9.91E-15,0.360890668,8.79E-05,2.70E-08,-1.23E-14,0.357162967,8.49E-05,2.68E-08,42.294,84,44.8,78,175.6460963,171.160893
UC4D263002HQ00A5002+01AA03002+5,131.064801,-0.055910967,0.001642967,199.1995842,-0.105882139,0.00164814,377.132925,2.62E-14,0.359068639,8.69E-05,2.41E-08,-9.41E-15,0.356703299,8.68E-05,2.61E-08,42.294,85,44.8,79,175.1089795,176.5466694
UC4D2630017E00A5002+01AA03432+5,162.6000706,0.046888793,0.001721073,175.1144704,0.006676486,0.001616923,374.86163,-4.44E-16,0.364388606,9.16E-05,2.71E-08,7.99E-15,0.354491523,8.91E-05,2.65E-08,42.294,85,42.294,81,176.7585946,184.2261226
UC4D2630017G00A5002+01AA06202+5,126.7763549,-0.082657166,0.001721273,166.7586419,-0.191618679,0.001752345,374.864425,1.55E-14,0.357712129,8.52E-05,2.23E-08,-1.32E-14,0.36172105,8.71E-05,2.38E-08,42.294,84,44.8,80,189.4685235,178.0444419
UC4D2630017J00A5002+01AA06204+5,229.3946216,-0.119355932,0.001564623,229.313888,-0.106655389,0.001566152,379.85467,-1.32E-14,0.364195895,8.79E-05,2.35E-08,-5.11E-15,0.365182534,8.95E-05,2.47E-08,39.928,89,42.294,83,176.5768436,179.1680563
UC4D2630017L00A5002+01AA06206+5,175.7936159,0.015332393,0.001734007,177.1214245,0.04650724,0.001709478,384.469215,-1.79E-14,0.358434822,8.60E-05,2.34E-08,4.05E-15,0.351516999,8.49E-05,2.57E-08,44.8,81,44.8,79,180.7793364,179.9883874
UC4D263002HJ00A5002+01AA06828+5,194.8964182,0.005810099,0.00166914,148.5117317,-0.04394233,0.001712049,379.50965,-2.05E-14,0.353029729,8.56E-05,2.45E-08,-2.08E-15,0.347145511,8.66E-05,2.56E-08,42.294,87,44.8,79,183.840999,188.6261552
UC4D263002HL00A5002+01AA06830+5,153.9886704,-0.049407965,0.001680864,186.0662768,-0.126929487,0.00166836,379.33233,-1.04E-14,0.356721564,8.61E-05,2.34E-08,-2.75E-14,0.356486566,8.51E-05,2.51E-08,42.294,86,44.8,80,183.9934753,181.4275638
UC4D263002FQ00A5002+01AA04230+5,162.2245914,0.039470518,0.001761916,129.2089133,0.127755052,0.001708505,385.80022,-9.88E-15,0.364585878,9.10E-05,2.53E-08,1.75E-14,0.339092104,7.90E-05,2.29E-08,44.8,84,44.8,78,188.328687,191.4643229
UC4D263002FT00A5002+01AA01001+5,133.036468,-0.013903197,0.001810038,132.147047,0.01882449,0.001694637,385.658455,2.89E-15,0.363671217,8.92E-05,2.50E-08,-4.08E-15,0.349097205,8.37E-05,2.45E-08,44.8,82,44.8,79,193.4850062,189.5269365
UC4D263002HN00A5002+01AA06832+5,159.2841452,-0.169574424,0.001682812,138.5934622,-0.012561887,0.001683755,377.58643,-8.19E-15,0.358027827,8.81E-05,2.55E-08,-1.07E-14,0.35119029,8.73E-05,2.61E-08,42.294,86,44.8,79,187.5219468,184.4883091
UC4D263002HR00A5002+01AA03003+5,144.9604652,-0.027557835,0.001701508,196.429399,-0.123003748,0.001585826,374.272275,3.55E-15,0.370789427,9.28E-05,2.66E-08,-8.08E-15,0.352301593,8.46E-05,2.51E-08,42.294,86,44.8,77,179.9983869,185.1748337
UC4D2630015D00A5002+01AA07727+5,181.5477019,-0.019885002,0.001666138,221.9863191,-0.008989923,0.001584499,379.63939,-1.11E-14,0.368441136,8.88E-05,2.27E-08,1.25E-15,0.362698224,8.97E-05,2.61E-08,42.294,84,44.8,78,177.8191755,185.5307506
UC4D2630015F00A5002+01AA07729+5,161.5538583,0.071959517,0.001681876,144.0824809,-0.034213763,0.001693068,376.55813,2.81E-14,0.359374709,8.70E-05,2.41E-08,2.78E-15,0.348618874,8.30E-05,2.33E-08,44.8,82,44.8,79,176.5575857,189.7781701
UC4D263002AX00A5002+01AA09527+5,125.599402,-0.189672418,0.00168229,141.3922999,-0.110493334,0.00164545,381.234555,-1.55E-14,0.369029947,9.41E-05,2.83E-08,-7.08E-15,0.360514389,9.42E-05,3.05E-08,42.294,83,42.294,80,182.7547963,185.7325452
UC4D263002AY00A5002+01AA09528+5,142.840606,-0.172826016,0.00168802,149.4530593,-0.044739903,0.001693191,383.99855,3.99E-14,0.364189275,8.87E-05,2.48E-08,6.11E-15,0.356056575,8.67E-05,2.63E-08,42.294,85,44.8,78,182.3353906,180.7357178
UC4D2630017800A5002+01AA03426+5,161.3184542,-0.013983793,0.001730715,153.8342545,-0.068044025,0.001758349,379.647255,1.73E-14,0.354789749,8.52E-05,2.41E-08,-2.36E-15,0.346521769,8.27E-05,2.35E-08,42.294,87,44.8,80,177.5843939,187.2131466
UC4D2630017B00A5002+01AA03429+5,103.3232936,-0.042763527,0.001809665,155.1675303,-0.088776925,0.001663495,378.621165,2.26E-14,0.364109654,8.87E-05,2.41E-08,2.39E-15,0.34478476,8.03E-05,2.35E-08,42.294,87,44.8,78,178.8110092,181.7454516
UC4D2630028Y00A5002+01AA05924+5,152.3283166,-0.097485961,0.001706724,85.70253507,-0.043368181,0.001707195,379.551575,-1.14E-14,0.378748722,9.98E-05,2.89E-08,1.73E-14,0.351643454,8.47E-05,2.41E-08,42.294,86,44.8,75,180.0349177,183.2700569
UC4D2630029000A5002+01AA05926+5,145.1277915,-0.100796065,0.001685128,204.9982718,0.044501373,0.001626874,376.614745,-2.23E-14,0.362315255,8.94E-05,2.56E-08,1.25E-14,0.351106495,8.46E-05,2.48E-08,44.8,82,42.294,82,163.4980518,194.1903823
UC4D2630015E00A5002+01AA07728+5,142.2853113,0.114806672,0.00166728,133.1164017,-0.045294474,0.001763589,380.22621,-1.74E-14,0.356114474,8.85E-05,2.60E-08,-1.75E-14,0.360762144,9.22E-05,2.78E-08,42.294,83,44.8,78,176.6895878,183.6318211
UC4D263001XB00A5002+01AA04613+5,173.1851977,-0.149351606,0.001720003,120.9034405,-0.259387714,0.001684638,379.23028,-1.01E-14,0.372012888,9.28E-05,2.60E-08,2.76E-14,0.342654532,7.90E-05,2.14E-08,44.8,84,42.294,81,184.2081023,195.1888764
UC4D263002AQ00A5002+01AA09520+5,137.4821848,-0.252477366,0.001702999,150.8075178,-0.163541347,0.001669888,382.695755,1.10E-14,0.36951316,8.97E-05,2.30E-08,8.29E-15,0.347115662,7.90E-05,2.04E-08,42.294,87,42.294,81,184.0750128,180.9750741
UC4D263002AS00A5002+01AA09522+5,141.515938,-0.257240351,0.001677809,155.2899151,-0.146920745,0.001623131,374.244845,2.18E-14,0.380065596,9.81E-05,2.92E-08,1.05E-15,0.360940601,8.79E-05,2.51E-08,42.294,84,42.294,79,178.7941349,184.8951592
UC4D263001KZ00A5002+01AA08011+5,143.6241493,-0.010036529,0.001687683,130.5687408,-0.044000726,0.001638208,379.149875,-5.50E-15,0.377567961,9.77E-05,3.06E-08,-9.91E-15,0.363282038,9.27E-05,2.71E-08,44.8,79,44.8,75,177.8497929,174.6114244
UC4D263001LC00A5002+01AA08024+5,136.3833629,0.024926784,0.001682419,152.2462331,-0.010554462,0.001619724,374.541375,2.22E-14,0.375075296,9.41E-05,2.75E-08,-2.61E-14,0.353124752,8.46E-05,2.48E-08,44.8,82,44.8,76,176.3375161,183.6463271
UC4D2630017A00A5002+01AA03428+5,168.3344144,-0.022453493,0.001672208,88.72766383,-0.14160834,0.001804457,376.520755,-8.08E-15,0.347981983,8.37E-05,2.45E-08,5.27E-15,0.347869131,8.42E-05,2.69E-08,42.294,86,44.8,81,184.0707394,179.2425578
UC4D2630017C00A5002+01AA03430+5,151.194639,-0.103167842,0.001680837,161.5365546,-0.12959443,0.001637131,377.34242,-8.91E-15,0.367638091,9.12E-05,2.58E-08,5.58E-15,0.352508873,8.34E-05,2.28E-08,44.8,82,44.8,77,180.9887408,185.656201
UC4D2630028Z00A5002+01AA05925+5,131.8327898,-0.061203079,0.001695964,219.1872625,0.006909919,0.001655154,385.324485,-1.09E-14,0.349858992,8.43E-05,2.36E-08,-1.39E-16,0.346516411,8.70E-05,2.76E-08,44.8,83,44.8,80,181.0789122,192.9134854
UC4D2630029100A5002+01AA05927+5,114.411764,-0.165932504,0.001739373,107.7311006,0.022602478,0.001699336,383.0749,8.41E-15,0.375970693,9.54E-05,2.81E-08,-9.71E-15,0.350626797,8.31E-05,2.39E-08,44.8,82,44.8,76,180.448553,187.2028479
UC4D2630029200A5002+01AA05928+5,155.6821507,0.057089273,0.001642709,216.5124134,0.047032148,0.001600629,380.78703,2.78E-15,0.361603334,8.98E-05,2.73E-08,5.75E-15,0.35696952,9.25E-05,2.97E-08,42.294,86,44.8,78,174.0706819,194.5055315
UC4D263002AV00A5002+01AA09525+5,173.6321921,-0.154032409,0.001604317,156.6193837,-0.087452829,0.001663765,383.217705,-7.44E-15,0.373786926,9.40E-05,2.73E-08,1.49E-14,0.364755409,9.20E-05,2.74E-08,42.294,83,42.294,80,172.8140696,181.8538682
UC4D263002FH00A5002+01AA04223+5,123.1837287,-0.098975757,0.001676521,194.5547709,0.011819775,0.001606997,373.600825,-6.66E-16,0.367164384,8.99E-05,2.48E-08,2.43E-14,0.360051683,8.86E-05,2.72E-08,44.8,79,42.294,82,177.4577914,174.1543487
UC4D263001T900A5002+01AA09103+5,163.748224,-0.163077153,0.001681604,138.3199771,-0.204930062,0.001793353,378.28544,2.00E-15,0.354784453,8.32E-05,2.01E-08,1.49E-14,0.351855909,8.10E-05,2.08E-08,39.928,92,44.8,80,187.5151512,185.7496486
UC4D263001TB00A5002+01AA09105+5,132.979022,-0.187561793,0.001678689,193.9845665,-0.227205784,0.001642362,372.1835,-1.21E-14,0.365881998,9.06E-05,2.50E-08,-2.91E-15,0.356205764,8.55E-05,2.36E-08,42.294,86,44.8,78,171.9820929,194.6892812
UC4D2630018100A5002+01AA06221+5,128.5263377,0.123467268,0.001831486,196.7173702,-0.044310019,0.001693411,379.4037,6.38E-15,0.356298972,8.62E-05,2.32E-08,4.72E-16,0.340933951,7.99E-05,2.18E-08,42.294,89,42.294,85,189.0854222,180.9780379
UC4D263002AU00A5002+01AA09524+5,175.8521864,-0.293432867,0.001729274,183.3452714,-0.205564294,0.001755023,378.84912,6.66E-15,0.35314398,8.30E-05,2.31E-08,-1.26E-14,0.350289845,8.10E-05,2.15E-08,42.294,86,44.8,79,188.6874778,183.4032511
UC4D263002B000A5002+01AA09530+5,126.6245575,-0.152213978,0.001686187,143.3350252,-0.166681889,0.00167072,378.62877,2.22E-16,0.365676196,9.20E-05,2.77E-08,-3.11E-15,0.353999111,8.99E-05,2.82E-08,42.294,85,44.8,76,177.405875,188.9512765
UC4D2630029300A5002+01AA05929+5,161.5838723,0.036856532,0.001766729,105.000737,0.048079766,0.001742423,383.41238,-6.38E-16,0.360778577,8.35E-05,2.01E-08,1.50E-14,0.344541897,8.02E-05,2.23E-08,47.455,79,44.8,79,177.7157248,185.0339938
UC4D263002FJ00A5002+01AA04224+5,136.6877347,-0.051365639,0.001702571,161.3781607,0.01879881,0.001695192,383.74154,-1.05E-15,0.368993281,9.14E-05,2.56E-08,1.83E-15,0.356001478,8.57E-05,2.42E-08,42.294,86,44.8,78,187.2345664,185.6324931
UC4D263001TA00A5002+01AA09104+5,156.1832654,-0.206464212,0.001714835,136.5553025,-0.185812755,0.001704164,381.4668,1.28E-14,0.36622689,9.13E-05,2.78E-08,-2.10E-14,0.347491177,8.63E-05,2.51E-08,42.294,88,44.8,77,179.2858083,194.7014833
UC4D263002AZ00A5002+01AA09529+5,128.3882201,-0.148819614,0.00169014,160.1938977,-0.051040894,0.001612654,388.100245,-4.27E-15,0.374306822,9.31E-05,2.87E-08,-1.41E-14,0.355176922,8.47E-05,2.69E-08,42.294,84,42.294,80,178.74786,178.8445705
UC4D263002B400A5002+01AA01302+5,149.3437338,-0.108917049,0.001707137,122.233251,-0.18246506,0.001679704,374.372245,6.88E-15,0.373012237,9.51E-05,2.84E-08,-2.56E-14,0.354093353,8.49E-05,2.29E-08,42.294,86,42.294,80,178.9652662,187.4979491
UC4D263002B500A5002+01AA01303+5,128.6099859,-0.000461341,0.0017196,132.1523435,-0.065182245,0.001682812,382.73287,-8.94E-15,0.363624136,8.99E-05,2.60E-08,-1.39E-14,0.346028681,8.56E-05,2.48E-08,42.294,87,44.8,77,177.7472413,191.2944986
UC4D263002B700A5002+01AA01305+5,114.1164851,-0.144944755,0.001679574,197.7066941,-0.106307774,0.001670901,381.740515,-2.34E-14,0.35854287,8.71E-05,2.40E-08,2.64E-14,0.357788474,8.58E-05,2.40E-08,42.294,85,44.8,79,182.9615411,182.8974208
UC4D2630039N00A5002+01AA08620+5,122.7906924,-0.227629559,0.001664998,120.2884557,-0.258775398,0.001724694,376.30827,1.14E-14,0.368775554,9.21E-05,2.55E-08,-7.83E-15,0.362075183,9.06E-05,2.94E-08,42.294,84,42.294,81,182.7723373,179.4457215
UC4D2630039Q00A5002+01AA08622+5,145.8239825,-0.27610346,0.00165694,109.2676532,-0.241738175,0.001694165,374.870535,1.57E-14,0.376549507,9.60E-05,2.71E-08,1.33E-15,0.369047617,9.27E-05,2.70E-08,42.294,83,44.8,75,177.1955016,184.0013459
UC4D263003R700A5002+01AA03005+5,124.7369635,-0.235627003,0.001712752,101.6827609,-0.263729746,0.001737007,381.53479,3.00E-15,0.364428449,9.13E-05,2.76E-08,-8.35E-15,0.354372495,8.91E-05,2.62E-08,42.294,85,42.294,81,181.7823434,191.7136145
UC4D263003R900A5002+01AA03007+5,127.9702204,-0.230379177,0.001707115,167.3787476,-0.191527533,0.001628529,376.204465,4.47E-15,0.366728031,9.04E-05,2.56E-08,1.67E-14,0.357424736,8.53E-05,2.43E-08,44.8,81,44.8,78,181.2712649,183.6108071
UC4D2630038600A5002+01AA01202+5,132.6224304,-0.026695206,0.001710145,67.37481132,0.069306659,0.00172523,373.24157,-2.98E-14,0.369087015,9.37E-05,2.93E-08,4.72E-15,0.353600468,8.97E-05,2.77E-08,42.294,85,42.294,81,177.8993418,181.9509124
UC4D2630038800A5002+01AA01204+5,92.15105836,-0.258220887,0.001710872,146.6955872,-0.142793834,0.001696429,375.18169,1.35E-14,0.359851622,8.71E-05,2.43E-08,-3.50E-15,0.353427784,8.43E-05,2.53E-08,42.294,85,42.294,84,187.536111,182.2141194
UC4D263003F800A5002+01AA04718+5,133.9469561,0.033843671,0.001748401,126.2456629,-0.063123156,0.001746298,376.36495,-3.91E-15,0.363691868,9.25E-05,2.71E-08,-4.25E-15,0.354746301,8.76E-05,2.60E-08,42.294,85,39.928,87,180.6204564,182.9318424
UC4D263003FA00A5002+01AA04720+5,183.5313503,0.014823347,0.001692314,149.7539581,-0.085114105,0.001887833,381.02051,5.79E-15,0.330773853,7.38E-05,1.99E-08,1.63E-14,0.344340245,8.50E-05,2.83E-08,47.455,79,47.455,80,168.4893241,210.4339221
UC4D2630039P00A5002+01AA08621+5,138.9738903,-0.157840526,0.001650606,185.4999121,0.021065068,0.001740346,379.90563,7.74E-15,0.349827244,8.27E-05,2.21E-08,-1.99E-14,0.353992644,8.64E-05,2.61E-08,42.294,86,44.8,80,175.5169487,194.2454789
UC4D2630039R00A5002+01AA08623+5,118.6734426,-0.233272022,0.001618453,132.7320664,-0.134657986,0.001698755,378.80063,-1.67E-16,0.370176485,9.17E-05,2.57E-08,0,0.364186815,9.09E-05,2.68E-08,42.294,83,44.8,76,169.9161911,187.2721398
UC4D263003RE00A5002+01AA03012+5,136.1798144,-0.077358449,0.001778237,162.9910607,-0.15851179,0.001646608,381.37619,1.31E-14,0.372832565,9.38E-05,2.92E-08,-1.01E-14,0.349897177,8.77E-05,2.55E-08,42.294,86,42.294,80,173.7978334,191.2082958
UC4D263003RF00A5002+01AA03013+5,165.436022,-0.018394759,0.001714228,159.6415459,-0.171780747,0.001747675,380.55056,1.47E-15,0.36477491,8.98E-05,2.58E-08,-7.24E-15,0.348673457,8.31E-05,2.47E-08,42.294,87,42.294,83,177.4053045,186.0984382
UC4D263003S300A5002+01AA10903+5,136.787826,0.181690165,0.001707897,124.4459658,0.029823741,0.001756205,371.127575,1.37E-14,0.353166497,8.24E-05,2.13E-08,4.27E-15,0.347831166,7.95E-05,2.19E-08,44.8,82,47.455,76,178.7275012,178.627977
UC4D263003S500A5002+01AA10905+5,149.9816328,0.052031396,0.001727984,168.2217597,-0.00390862,0.001688587,376.359945,-5.27E-16,0.359143805,8.72E-05,2.38E-08,6.69E-15,0.351644765,8.32E-05,2.23E-08,44.8,82,44.8,79,184.4969547,191.1930517
UC4D2630038700A5002+01AA01203+5,111.3469092,-0.207316856,0.00166692,156.2771388,-0.076265319,0.001568809,383.245525,-1.98E-14,0.375624318,9.76E-05,2.97E-08,-1.17E-14,0.355191466,9.05E-05,2.75E-08,42.294,86,42.294,80,182.2627858,186.7162767
UC4D2630038900A5002+01AA01205+5,111.5666074,-0.188289755,0.001714008,168.8064177,-0.120680052,0.001656518,379.89614,1.36E-14,0.371618608,9.27E-05,2.61E-08,-3.89E-16,0.358103004,8.65E-05,2.50E-08,42.294,85,44.8,77,181.2902945,189.6436793
UC4D2630039S00A5002+01AA08624+5,115.5129406,-0.150242581,0.001762468,167.1596347,-0.153340395,0.001621971,378.04468,-7.74E-15,0.374566567,9.67E-05,2.88E-08,9.88E-15,0.34838685,8.58E-05,2.61E-08,42.294,86,42.294,80,177.8667039,188.7627462
UC4D2630039U00A5002+01AA08626+5,126.7802916,-0.254425137,0.001658625,143.3245738,-0.167781007,0.001610657,370.028815,1.68E-14,0.375500035,9.50E-05,2.79E-08,-1.42E-15,0.364498935,9.13E-05,2.77E-08,42.294,83,42.294,80,176.0940352,190.2069355
UC4D263003P200A5002+01AA00228+5,166.8426183,-0.079543269,0.001732001,190.3976392,-0.014472903,0.001769393,379.894775,-1.89E-14,0.331497776,7.71E-05,2.31E-08,8.13E-15,0.337248598,8.46E-05,2.65E-08,44.8,84,47.455,80,178.6803382,209.332651
UC4D263003P400A5002+01AA00230+5,124.218586,-0.096263956,0.001672471,156.0261654,0.007882586,0.001635319,376.86181,1.16E-14,0.368235047,9.16E-05,2.59E-08,-5.63E-15,0.358914237,8.74E-05,2.62E-08,42.294,84,44.8,77,183.253942,176.5052454
UC4D263003RB00A5002+01AA03009+5,137.0126144,-0.090656996,0.0016855,144.5392971,-0.089613544,0.001647629,375.09992,-1.39E-14,0.373134042,9.33E-05,2.60E-08,-7.63E-15,0.356273818,8.65E-05,2.45E-08,42.294,86,42.294,81,177.1978578,185.6945683
UC4D263003TK00A5002+01AA04421+5,131.9275267,0.057642338,0.001752654,183.0101247,0.085602635,0.00164218,373.979905,1.43E-14,0.368932417,9.21E-05,2.57E-08,-1.54E-14,0.345975782,8.02E-05,2.25E-08,42.294,88,39.928,86,184.9009814,184.7776563
UC4D263003RH00A5002+01AA03015+5,151.1496666,-0.076823034,0.001675223,228.9961719,-0.160515621,0.001617977,377.51623,-2.12E-14,0.355059013,8.59E-05,2.52E-08,-5.00E-15,0.347204547,8.38E-05,2.70E-08,44.8,83,44.8,80,183.896366,191.5566592
UC4D263003TM00A5002+01AA04423+5,95.10217556,0.055600224,0.001786466,185.5832111,0.02507349,0.001607688,376.24106,2.35E-14,0.366520195,9.29E-05,2.92E-08,-1.27E-14,0.354640846,8.92E-05,2.60E-08,44.8,80,44.8,77,180.049223,190.6205641
UC4D2630039T00A5002+01AA08625+5,148.983765,-0.235168283,0.001687283,175.4945936,-0.121475664,0.001754892,379.65694,7.19E-15,0.3454889,8.18E-05,2.37E-08,-7.72E-15,0.355139919,9.05E-05,2.69E-08,42.294,85,47.455,77,185.7463693,193.8065336
UC4D2630039V00A5002+01AA08627+5,148.9135234,-0.128531585,0.001755253,159.2958862,-0.065195731,0.00162238,377.850525,7.74E-15,0.373000319,9.34E-05,2.74E-08,-1.28E-15,0.343880459,8.12E-05,2.52E-08,44.8,84,42.294,81,178.7125597,189.7014432
UC4D263003P300A5002+01AA00229+5,172.5011348,-0.140880649,0.001752019,166.5174661,-0.09749073,0.001743051,382.31336,2.50E-16,0.357832507,8.20E-05,1.87E-08,-5.63E-15,0.35023597,8.47E-05,2.54E-08,42.294,86,47.455,75,179.2666594,182.9350333
UC4D263003P500A5002+01AA00231+5,133.0400037,-0.074921477,0.001683666,176.0259383,-0.114655375,0.001691791,368.720625,4.77E-15,0.35041514,8.36E-05,2.22E-08,-5.16E-15,0.354717677,8.52E-05,2.37E-08,42.294,86,44.8,81,186.0455835,188.5943303
UC4D263003TL00A5002+01AA04422+5,127.2298174,-0.113674087,0.001648189,146.0287457,-0.123392886,0.001670199,379.166905,-8.55E-15,0.362257411,8.87E-05,2.62E-08,-3.73E-14,0.367080182,9.50E-05,2.76E-08,39.928,88,44.8,78,182.9302904,179.5433891
UC4D263003TR00A5002+01AA04427+5,102.4991183,-0.066651359,0.00179055,164.5602809,-0.062017001,0.001577417,377.10543,1.47E-14,0.375887246,9.38E-05,2.73E-08,1.83E-15,0.34455296,8.00E-05,2.37E-08,44.8,83,42.294,80,178.7090772,186.3906252
UC4D263003RC00A5002+01AA03010+5,166.9376213,-0.044920563,0.001713586,130.7752351,-0.204867595,0.001708664,381.106635,2.09E-14,0.374908311,9.48E-05,2.65E-08,8.33E-17,0.354525304,8.55E-05,2.51E-08,42.294,86,44.8,76,179.5496365,185.9254909
UC4D263003S700A5002+01AA10907+5,113.6110624,0.208511771,0.001828335,168.5996159,0.004705662,0.001651364,366.67917,-3.58E-15,0.364338554,8.95E-05,2.54E-08,1.29E-14,0.346035751,8.12E-05,2.18E-08,44.8,83,47.455,74,185.3751389,182.4024685
UC4D263001RT00A5002+01AA10517+5,113.7088543,-0.086463782,0.001635124,172.3524671,-0.210573691,0.001601103,373.612135,-2.05E-14,0.372645309,9.44E-05,2.72E-08,-1.50E-15,0.360801776,8.83E-05,2.61E-08,39.928,89,39.928,85,177.1484991,179.9476902
UC4D263003S900A5002+01AA10909+5,139.8428764,0.006479549,0.001724699,161.0209269,0.116162664,0.00163474,375.00892,2.11E-15,0.36565008,9.20E-05,2.74E-08,2.09E-14,0.344223973,8.55E-05,2.61E-08,44.8,83,42.294,82,182.3691205,189.4131534
UC4D263001RV00A5002+01AA10519+5,215.8140165,-0.091471313,0.001692386,119.3807111,-0.152914523,0.00177174,380.327675,1.00E-14,0.364297545,8.71E-05,2.19E-08,-4.97E-15,0.343689026,8.15E-05,2.42E-08,42.294,87,42.294,82,177.2749369,184.939508
UC4D2630013C00A5002+01AA08722+5,179.0078467,-0.028318472,0.001706453,146.9689374,-0.086914125,0.001664927,381.095325,1.29E-14,0.365976829,9.23E-05,2.90E-08,7.22E-15,0.348628472,8.38E-05,2.70E-08,42.294,86,44.8,77,186.9412818,171.7888544
UC4D263001M900A5002+01AA05923+5,122.541233,-0.066651611,0.001751781,147.9997141,0.08550712,0.001693177,380.46554,-6.30E-15,0.360547953,8.71E-05,2.31E-08,5.83E-16,0.343595568,7.97E-05,2.28E-08,44.8,83,44.8,79,185.8281152,182.4419473
UC4D2630019K00A5002+01AA06709+5,140.8664466,0.033501066,0.001693493,139.4856105,-0.114148103,0.001700301,377.336765,-6.00E-15,0.365028956,8.99E-05,2.46E-08,1.83E-14,0.352988695,8.48E-05,2.46E-08,42.294,86,44.8,78,177.5605149,181.9349827
UC4D263001MB00A5002+01AA05925+5,148.0960846,0.006612898,0.001725448,118.213055,0.132793411,0.001769865,381.084015,-4.61E-15,0.350253788,8.57E-05,2.51E-08,-2.78E-15,0.350700063,8.67E-05,2.70E-08,42.294,86,44.8,80,183.5403698,182.2149697
UC4D2630013B00A5002+01AA08721+5,108.7747402,-0.135362578,0.001620486,142.6462285,-0.103671338,0.001665995,381.14791,-2.02E-14,0.372176278,9.33E-05,2.63E-08,-9.94E-15,0.358049218,8.90E-05,2.82E-08,42.294,84,42.294,81,182.1974104,181.5346932
UC4D2630019M00A5002+01AA06711+5,171.1253526,0.144161294,0.001677933,175.306496,-0.088743637,0.00157811,380.753035,2.03E-15,0.372652468,9.51E-05,3.01E-08,1.61E-15,0.350926377,8.94E-05,2.87E-08,42.294,86,42.294,80,165.9097964,184.4141211
UC4D263001RU00A5002+01AA10518+5,131.7155414,-0.028697855,0.001696097,169.5606968,-0.102660597,0.001821154,384.49996,-2.72E-15,0.348313749,8.21E-05,2.33E-08,7.16E-15,0.35481384,8.61E-05,2.73E-08,42.294,85,44.8,81,183.7401451,182.1534928
UC4D263001RW00A5002+01AA10520+5,163.4931768,-0.054037173,0.00169414,158.8221025,-0.029803591,0.001652787,382.990335,3.03E-14,0.370409518,9.06E-05,2.38E-08,-1.14E-15,0.345957169,8.35E-05,2.67E-08,42.294,87,42.294,81,179.1290392,183.1537019
